@relation electricity

@attribute date numeric
@attribute day {1,2,3,4,5,6,7}
@attribute period numeric
@attribute nswprice numeric
@attribute nswdemand numeric
@attribute vicprice numeric
@attribute vicdemand numeric
@attribute transfer numeric
@attribute class {UP,DOWN}

@data
961001,2,31,2482,7159,?,?,0,UP
961001,2,32,2482,7224,?,?,0,UP
961001,2,33,2482,7214,?,?,0,UP
961001,2,36,3000,7559,?,?,0,UP
961001,2,37,3343,7916,?,?,0,UP
961001,2,38,3343,8073,?,?,0,UP
961001,2,44,1547,6902,?,?,0,DOWN
961001,2,47,1706,7401,?,?,0,DOWN
961001,2,48,1706,7374,?,?,0,DOWN
961002,3,1,1874,7309,?,?,0,DOWN
961002,3,12,1615,5797,?,?,0,DOWN
961002,3,15,1575,6893,?,?,0,DOWN
961002,3,19,2482,7756,?,?,0,UP
961002,3,20,2482,7842,?,?,0,UP
961002,3,22,2784,7645,?,?,0,UP
961002,3,23,2398,7557,?,?,0,UP
961002,3,26,1920,7399,?,?,0,DOWN
961002,3,37,2784,7725,?,?,0,UP
961002,3,41,1920,7294,?,?,0,DOWN
961002,3,45,2482,7022,?,?,0,UP
961002,3,46,2482,7207,?,?,0,UP
961003,4,5,1514,6087,?,?,0,DOWN
961003,4,6,1514,5795,?,?,0,DOWN
961003,4,8,2102,5374,?,?,0,UP
961003,4,10,1914,5246,?,?,0,UP
961003,4,11,1914,5407,?,?,0,UP
961003,4,13,1914,6241,?,?,0,UP
961003,4,15,1547,6696,?,?,0,DOWN
961003,4,16,1914,7090,?,?,0,UP
961003,4,17,1914,7284,?,?,0,UP
961003,4,18,1914,7388,?,?,0,UP
961003,4,19,2480,7659,?,?,0,UP
961003,4,20,2480,7758,?,?,0,UP
961003,4,21,1925,7654,?,?,0,UP
961003,4,22,1925,7547,?,?,0,UP
961003,4,23,1925,7506,?,?,0,UP
961003,4,24,2480,7454,?,?,0,UP
961003,4,25,1925,7424,?,?,0,UP
961003,4,26,1925,7391,?,?,0,UP
961003,4,27,1925,7354,?,?,0,UP
961003,4,28,1925,7339,?,?,0,UP
961003,4,29,1925,7295,?,?,0,UP
961003,4,31,1925,7232,?,?,0,UP
961003,4,32,1925,7238,?,?,0,UP
961003,4,33,1925,7214,?,?,0,UP
961003,4,34,1925,7243,?,?,0,UP
961003,4,35,1925,7249,?,?,0,UP
961003,4,36,2480,7432,?,?,0,UP
961003,4,37,2480,7663,?,?,0,UP
961003,4,38,1925,7811,?,?,0,UP
961003,4,39,1925,7597,?,?,0,UP
961003,4,46,1914,7146,?,?,0,UP
961003,4,47,1914,7260,?,?,0,UP
961004,5,10,1547,5292,?,?,0,DOWN
961004,5,14,1575,6757,?,?,0,DOWN
961004,5,16,1575,7083,?,?,0,DOWN
961004,5,19,1920,7721,?,?,0,UP
961004,5,20,1920,7801,?,?,0,UP
961004,5,21,1874,7756,?,?,0,UP
961004,5,22,1907,7555,?,?,0,UP
961004,5,23,2477,7486,?,?,0,UP
961004,5,24,2477,7536,?,?,0,UP
961004,5,25,1920,7467,?,?,0,UP
961004,5,26,1920,7385,?,?,0,UP
961004,5,28,1920,7289,?,?,0,UP
961004,5,29,1874,7246,?,?,0,UP
961004,5,30,1920,7199,?,?,0,UP
961004,5,31,1874,7096,?,?,0,UP
961004,5,32,1874,6980,?,?,0,UP
961004,5,35,1920,7063,?,?,0,UP
961004,5,36,1874,7206,?,?,0,UP
961004,5,37,1920,7347,?,?,0,UP
961004,5,38,1874,7439,?,?,0,UP
961004,5,45,1706,6695,?,?,0,DOWN
961004,5,46,1874,6934,?,?,0,UP
961004,5,47,1874,7106,?,?,0,UP
961005,6,1,1874,6981,?,?,0,UP
961005,6,2,1874,6844,?,?,0,UP
961005,6,9,2002,4974,?,?,0,UP
961005,6,10,2002,4945,?,?,0,UP
961005,6,11,2067,4963,?,?,0,UP
961005,6,12,2002,5008,?,?,0,UP
961005,6,13,2067,5253,?,?,0,UP
961005,6,14,2002,5499,?,?,0,UP
961005,6,15,2002,5739,?,?,0,UP
961005,6,16,2347,6127,?,?,0,UP
961005,6,17,2347,6439,?,?,0,UP
961005,6,18,2347,6635,?,?,0,UP
961005,6,20,2440,6928,?,?,0,UP
961005,6,21,2275,6802,?,?,0,UP
961005,6,22,1920,6699,?,?,0,UP
961005,6,23,1920,6611,?,?,0,UP
961005,6,25,1920,6448,?,?,0,UP
961005,6,26,1874,6380,?,?,0,UP
961005,6,27,1874,6269,?,?,0,UP
961005,6,28,2141,6199,?,?,0,UP
961005,6,29,2002,6089,?,?,0,UP
961005,6,30,2002,6058,?,?,0,UP
961005,6,31,2275,6033,?,?,0,UP
961005,6,32,2347,6009,?,?,0,UP
961005,6,33,2347,6042,?,?,0,UP
961005,6,34,2000,6112,?,?,0,UP
961005,6,35,1920,6096,?,?,0,UP
961005,6,36,2275,6397,?,?,0,UP
961005,6,45,2275,6086,?,?,0,UP
961005,6,48,1583,6119,?,?,0,DOWN
961006,7,2,1531,5714,?,?,0,DOWN
961006,7,5,2002,5050,?,?,0,UP
961006,7,6,2002,4883,?,?,0,UP
961006,7,8,2002,4640,?,?,0,UP
961006,7,9,2002,4552,?,?,0,UP
961006,7,10,2002,4568,?,?,0,UP
961006,7,11,2067,4612,?,?,0,UP
961006,7,12,2067,4644,?,?,0,UP
961006,7,13,2067,4740,?,?,0,UP
961006,7,14,2002,4885,?,?,0,UP
961006,7,16,2002,5392,?,?,0,UP
961006,7,22,2275,6360,?,?,0,UP
961006,7,23,2275,6286,?,?,0,UP
961006,7,24,2275,6256,?,?,0,UP
961006,7,25,2440,6231,?,?,0,UP
961006,7,26,2440,6176,?,?,0,UP
961006,7,27,2440,6087,?,?,0,UP
961006,7,28,2440,5990,?,?,0,UP
961006,7,29,2440,5940,?,?,0,UP
961006,7,30,2440,5912,?,?,0,UP
961006,7,31,2275,5929,?,?,0,UP
961006,7,32,2440,5996,?,?,0,UP
961006,7,33,2440,6044,?,?,0,UP
961006,7,34,2579,6174,?,?,0,UP
961006,7,35,2716,6200,?,?,0,UP
961006,7,36,2878,6582,?,?,0,UP
961006,7,37,2994,6831,?,?,0,UP
961006,7,38,2579,6862,?,?,0,UP
961006,7,39,2482,6698,?,?,0,UP
961006,7,40,2482,6554,?,?,0,UP
961006,7,41,2482,6421,?,?,0,UP
961006,7,42,2440,6300,?,?,0,UP
961006,7,43,2275,6103,?,?,0,UP
961006,7,46,2440,6190,?,?,0,UP
961006,7,47,2440,6248,?,?,0,UP
961006,7,48,2275,6065,?,?,0,UP
961007,1,13,2210,4888,?,?,0,UP
961007,1,17,2239,5831,?,?,0,UP
961007,1,20,2579,6568,?,?,0,UP
961007,1,21,2451,6559,?,?,0,UP
961007,1,22,2440,6492,?,?,0,UP
961007,1,24,2878,6411,?,?,0,UP
961007,1,25,2716,6345,?,?,0,UP
961007,1,26,2451,6256,?,?,0,UP
961007,1,27,2451,6160,?,?,0,UP
961007,1,28,2440,6096,?,?,0,UP
961007,1,29,2440,6019,?,?,0,UP
961007,1,30,2440,5969,?,?,0,UP
961007,1,31,2440,5932,?,?,0,UP
961007,1,32,2440,5976,?,?,0,UP
961007,1,33,2440,6033,?,?,0,UP
961007,1,34,2451,6165,?,?,0,UP
961007,1,35,2716,6355,?,?,0,UP
961007,1,36,3439,6705,?,?,0,UP
961007,1,37,3510,7084,?,?,0,UP
961007,1,38,3496,7198,?,?,0,UP
961007,1,39,3376,7056,?,?,0,UP
961007,1,40,2716,6900,?,?,0,UP
961007,1,41,2878,6756,?,?,0,UP
961007,1,42,2579,6627,?,?,0,UP
961007,1,43,2451,6416,?,?,0,UP
961007,1,44,2440,6139,?,?,0,UP
961007,1,45,2509,6375,?,?,0,UP
961007,1,46,2440,6468,?,?,0,UP
961007,1,47,2509,6588,?,?,0,UP
961008,2,1,2451,6510,?,?,0,UP
961008,2,14,1615,6567,?,?,0,DOWN
961008,2,19,2517,7635,?,?,0,UP
961008,2,20,2830,7690,?,?,0,UP
961008,2,27,2482,7234,?,?,0,UP
961008,2,28,2482,7235,?,?,0,UP
961008,2,33,1920,7061,?,?,0,DOWN
961008,2,34,2482,7109,?,?,0,UP
961008,2,35,1920,7068,?,?,0,DOWN
961008,2,37,2482,7565,?,?,0,UP
961008,2,40,1547,7329,?,?,0,DOWN
961008,2,47,1920,7208,?,?,0,DOWN
961008,2,48,1920,7157,?,?,0,UP
961009,3,1,2482,7157,?,?,0,UP
961009,3,2,2509,7009,?,?,0,UP
961009,3,3,2482,6899,?,?,0,UP
961009,3,4,2398,6479,?,?,0,UP
961009,3,5,2161,6082,?,?,0,UP
961009,3,6,2161,5790,?,?,0,UP
961009,3,7,2102,5546,?,?,0,UP
961009,3,8,2161,5354,?,?,0,UP
961009,3,9,2102,5277,?,?,0,UP
961009,3,11,2093,5292,?,?,0,UP
961009,3,13,2479,6177,?,?,0,UP
961009,3,14,2093,6718,?,?,0,UP
961009,3,16,2479,6931,?,?,0,UP
961009,3,17,2479,7157,?,?,0,UP
961009,3,19,2856,7542,?,?,0,UP
961009,3,20,2856,7668,?,?,0,UP
961009,3,21,2762,7567,?,?,0,UP
961009,3,22,2479,7468,?,?,0,UP
961009,3,23,2479,7441,?,?,0,UP
961009,3,24,2742,7397,?,?,0,UP
961009,3,25,2479,7343,?,?,0,UP
961009,3,26,2479,7311,?,?,0,UP
961009,3,27,2498,7339,?,?,0,UP
961009,3,28,2498,7277,?,?,0,UP
961009,3,30,2093,7231,?,?,0,DOWN
961009,3,33,2093,7138,?,?,0,DOWN
961009,3,37,2479,7506,?,?,0,UP
961009,3,38,1928,7580,?,?,0,DOWN
961010,4,3,1848,6639,?,?,0,DOWN
961010,4,7,1547,5333,?,?,0,DOWN
961010,4,18,1985,7283,?,?,0,UP
961010,4,19,2536,7591,?,?,0,UP
961010,4,20,2496,7725,?,?,0,UP
961010,4,21,1996,7652,?,?,0,UP
961010,4,22,2376,7586,?,?,0,UP
961010,4,23,2496,7563,?,?,0,UP
961010,4,24,2376,7561,?,?,0,UP
961010,4,25,2496,7563,?,?,0,UP
961010,4,26,2496,7560,?,?,0,UP
961010,4,27,2496,7570,?,?,0,UP
961010,4,28,2496,7550,?,?,0,UP
961010,4,29,1996,7533,?,?,0,UP
961010,4,30,1996,7498,?,?,0,UP
961010,4,31,1996,7435,?,?,0,UP
961010,4,32,1996,7429,?,?,0,UP
961010,4,33,1996,7388,?,?,0,UP
961010,4,35,2376,7396,?,?,0,UP
961010,4,36,2496,7492,?,?,0,UP
961010,4,37,2376,7563,?,?,0,UP
961010,4,38,1996,7712,?,?,0,UP
961010,4,39,1875,7562,?,?,0,DOWN
961010,4,45,1996,6856,?,?,0,UP
961010,4,46,1996,7025,?,?,0,UP
961011,5,2,1875,6868,?,?,0,DOWN
961011,5,6,1996,5592,?,?,0,UP
961011,5,7,1996,5387,?,?,0,UP
961011,5,8,1996,5223,?,?,0,UP
961011,5,9,1996,5154,?,?,0,UP
961011,5,10,1996,5146,?,?,0,UP
961011,5,13,2368,6080,?,?,0,UP
961011,5,15,1547,6620,?,?,0,DOWN
961011,5,18,2484,7618,?,?,0,UP
961011,5,19,2948,8053,?,?,0,UP
961011,5,20,2962,8187,?,?,0,UP
961011,5,21,2948,8167,?,?,0,UP
961011,5,22,2962,8138,?,?,0,UP
961011,5,23,2962,8102,?,?,0,UP
961011,5,24,2948,8130,?,?,0,UP
961011,5,25,2992,8133,?,?,0,UP
961011,5,26,2992,8070,?,?,0,UP
961011,5,27,2992,8129,?,?,0,UP
961011,5,28,2992,8098,?,?,0,UP
961011,5,29,2962,8083,?,?,0,UP
961011,5,30,2948,8014,?,?,0,UP
961011,5,31,2962,7999,?,?,0,UP
961011,5,32,2913,7982,?,?,0,UP
961011,5,33,2952,7989,?,?,0,UP
961011,5,34,2992,7968,?,?,0,UP
961011,5,35,2742,7866,?,?,0,UP
961011,5,36,2742,7758,?,?,0,UP
961011,5,37,2742,7763,?,?,0,UP
961011,5,39,2484,7690,?,?,0,UP
961011,5,41,2368,7317,?,?,0,UP
961012,6,17,2359,6483,?,?,0,UP
961012,6,18,2359,6751,?,?,0,UP
961012,6,19,2492,7001,?,?,0,UP
961012,6,20,2414,7081,?,?,0,UP
961012,6,21,2424,6985,?,?,0,UP
961012,6,22,2414,6868,?,?,0,UP
961012,6,23,2414,6795,?,?,0,UP
961012,6,24,2414,6757,?,?,0,UP
961012,6,25,2414,6690,?,?,0,UP
961012,6,26,2414,6607,?,?,0,UP
961012,6,27,2414,6470,?,?,0,UP
961012,6,28,2359,6403,?,?,0,UP
961012,6,29,2303,6303,?,?,0,UP
961012,6,30,2359,6204,?,?,0,UP
961012,6,31,2274,6110,?,?,0,UP
961012,6,32,2186,6065,?,?,0,UP
961012,6,33,2186,6049,?,?,0,UP
961012,6,35,2303,6144,?,?,0,UP
961012,6,36,2303,6389,?,?,0,UP
961012,6,37,2414,6763,?,?,0,UP
961012,6,41,2359,6458,?,?,0,UP
961012,6,42,2303,6374,?,?,0,UP
961012,6,44,2303,6053,?,?,0,UP
961012,6,46,2359,6344,?,?,0,UP
961012,6,48,2303,6251,?,?,0,UP
961013,7,2,2303,5881,?,?,0,UP
961013,7,3,2186,5753,?,?,0,UP
961013,7,12,2041,4640,?,?,0,DOWN
961013,7,18,2303,6035,?,?,0,UP
961013,7,19,2414,6304,?,?,0,UP
961013,7,21,2347,6406,?,?,0,UP
961013,7,22,2303,6312,?,?,0,UP
961013,7,23,2347,6235,?,?,0,UP
961013,7,24,2347,6138,?,?,0,UP
961013,7,25,2303,6100,?,?,0,UP
961013,7,26,2303,6006,?,?,0,UP
961013,7,27,2303,5900,?,?,0,UP
961013,7,29,2303,5752,?,?,0,UP
961013,7,30,2186,5692,?,?,0,DOWN
961013,7,31,2303,5754,?,?,0,UP
961013,7,32,2303,5788,?,?,0,UP
961013,7,36,2303,6134,?,?,0,UP
961013,7,37,2303,6580,?,?,0,UP
961013,7,38,2482,6934,?,?,0,UP
961013,7,39,2482,6780,?,?,0,UP
961013,7,40,2303,6765,?,?,0,UP
961013,7,41,2414,6547,?,?,0,UP
961013,7,44,2347,6047,?,?,0,UP
961013,7,46,2303,6276,?,?,0,UP
961013,7,47,2303,6340,?,?,0,UP
961014,1,3,1583,5840,?,?,0,DOWN
961014,1,14,2493,6768,?,?,0,UP
961014,1,15,1996,6692,?,?,0,DOWN
961014,1,16,2493,7061,?,?,0,UP
961014,1,17,2547,7204,?,?,0,UP
961014,1,18,2547,7273,?,?,0,UP
961014,1,19,2493,7585,?,?,0,UP
961014,1,20,2743,7740,?,?,0,UP
961014,1,21,2743,7655,?,?,0,UP
961014,1,22,2493,7549,?,?,0,UP
961014,1,24,1996,7532,?,?,0,DOWN
961014,1,30,2743,7364,?,?,0,UP
961014,1,31,2877,7318,?,?,0,UP
961014,1,32,2743,7330,?,?,0,UP
961014,1,33,2877,7360,?,?,0,UP
961014,1,34,2929,7394,?,?,0,UP
961014,1,35,2877,7385,?,?,0,UP
961014,1,36,2985,7507,?,?,0,UP
961014,1,37,2985,7600,?,?,0,UP
961014,1,38,2985,7736,?,?,0,UP
961014,1,39,2547,7528,?,?,0,UP
961014,1,40,2493,7257,?,?,0,UP
961014,1,41,2493,7105,?,?,0,UP
961014,1,42,2485,6941,?,?,0,UP
961014,1,46,2485,6975,?,?,0,UP
961015,2,9,2201,5141,?,?,0,UP
961015,2,10,2201,5160,?,?,0,UP
961015,2,11,2201,5311,?,?,0,UP
961015,2,12,2201,5611,?,?,0,UP
961015,2,13,2647,6235,?,?,0,UP
961015,2,14,2791,6795,?,?,0,UP
961015,2,15,2532,6734,?,?,0,UP
961015,2,16,2929,7100,?,?,0,UP
961015,2,17,2974,7314,?,?,0,UP
961015,2,18,2985,7385,?,?,0,UP
961015,2,19,3988,7708,?,?,0,UP
961015,2,20,4444,7860,?,?,0,UP
961015,2,21,4444,7773,?,?,0,UP
961015,2,22,3722,7689,?,?,0,UP
961015,2,24,3640,7664,?,?,0,UP
961015,2,25,3640,7625,?,?,0,UP
961015,2,26,3533,7602,?,?,0,UP
961015,2,27,3578,7572,?,?,0,UP
961015,2,28,3533,7623,?,?,0,UP
961015,2,29,3640,7612,?,?,0,UP
961015,2,30,3640,7571,?,?,0,UP
961015,2,31,3533,7514,?,?,0,UP
961015,2,32,3533,7549,?,?,0,UP
961015,2,33,3640,7540,?,?,0,UP
961015,2,34,3269,7538,?,?,0,UP
961015,2,35,2929,7492,?,?,0,UP
961015,2,36,2974,7508,?,?,0,UP
961015,2,37,2974,7587,?,?,0,UP
961015,2,38,2929,7788,?,?,0,UP
961015,2,45,2791,6812,?,?,0,UP
961015,2,47,2791,7073,?,?,0,UP
961016,3,2,2681,6806,?,?,0,DOWN
961016,3,3,2485,6649,?,?,0,DOWN
961016,3,18,2480,7368,?,?,0,DOWN
961016,3,19,2926,7732,?,?,0,UP
961016,3,21,2910,7842,?,?,0,UP
961016,3,22,2910,7801,?,?,0,UP
961016,3,23,2985,7759,?,?,0,UP
961016,3,24,3495,7781,?,?,0,UP
961016,3,25,3495,7748,?,?,0,UP
961016,3,26,2985,7690,?,?,0,UP
961016,3,28,2897,7709,?,?,0,UP
961016,3,29,2910,7681,?,?,0,UP
961016,3,30,2897,7662,?,?,0,UP
961016,3,31,2897,7643,?,?,0,UP
961016,3,32,2910,7643,?,?,0,UP
961016,3,33,2910,7624,?,?,0,UP
961016,3,34,2910,7594,?,?,0,UP
961016,3,35,2897,7540,?,?,0,UP
961016,3,36,2897,7576,?,?,0,UP
961016,3,37,2910,7708,?,?,0,UP
961016,3,38,2897,7834,?,?,0,UP
961016,3,45,2897,6894,?,?,0,UP
961016,3,46,2897,7057,?,?,0,UP
961017,4,2,2480,6841,?,?,0,DOWN
961017,4,6,1454,5600,?,?,0,DOWN
961017,4,13,2449,6274,?,?,0,UP
961017,4,17,2716,7395,?,?,0,UP
961017,4,19,3500,7735,?,?,0,UP
961017,4,20,3500,7798,?,?,0,UP
961017,4,22,2971,7621,?,?,0,UP
961017,4,23,2971,7579,?,?,0,UP
961017,4,24,2735,7545,?,?,0,UP
961017,4,26,2716,7475,?,?,0,UP
961017,4,28,2716,7373,?,?,0,UP
961017,4,30,1920,7267,?,?,0,DOWN
961017,4,33,2716,7377,?,?,0,UP
961017,4,34,2735,7456,?,?,0,UP
961017,4,35,2716,7513,?,?,0,UP
961017,4,36,2716,7666,?,?,0,UP
961017,4,37,3321,7769,?,?,0,UP
961017,4,38,2735,7759,?,?,0,UP
961017,4,39,2449,7592,?,?,0,UP
961017,4,40,1568,7398,?,?,0,DOWN
961017,4,41,2716,7297,?,?,0,UP
961017,4,45,2971,6972,?,?,0,UP
961017,4,46,2971,7082,?,?,0,UP
961017,4,47,2971,7148,?,?,0,UP
961017,4,48,1920,7143,?,?,0,DOWN
961018,5,1,2735,7027,?,?,0,UP
961018,5,2,2735,6876,?,?,0,UP
961018,5,3,1920,6717,?,?,0,DOWN
961018,5,6,2258,5657,?,?,0,DOWN
961018,5,8,2212,5278,?,?,0,DOWN
961018,5,14,1900,6876,?,?,0,DOWN
961018,5,16,2742,7320,?,?,0,UP
961018,5,17,2742,7486,?,?,0,UP
961018,5,18,2979,7534,?,?,0,UP
961018,5,19,3496,7841,?,?,0,UP
961018,5,20,3496,7911,?,?,0,UP
961018,5,21,3262,7832,?,?,0,UP
961018,5,22,3360,7768,?,?,0,UP
961018,5,23,2979,7707,?,?,0,UP
961018,5,24,3360,7688,?,?,0,UP
961018,5,25,2820,7620,?,?,0,UP
961018,5,30,2742,7398,?,?,0,UP
961018,5,31,2742,7342,?,?,0,UP
961018,5,32,2742,7337,?,?,0,UP
961018,5,33,2742,7347,?,?,0,UP
961018,5,37,2742,7335,?,?,0,UP
961018,5,38,2742,7489,?,?,0,UP
961018,5,42,2464,6786,?,?,0,UP
961018,5,45,2979,6753,?,?,0,UP
961018,5,46,2979,6968,?,?,0,UP
961019,6,2,3496,6768,?,?,0,UP
961019,6,3,2742,6589,?,?,0,UP
961019,6,4,2464,6139,?,?,0,UP
961019,6,9,2273,4967,?,?,0,DOWN
961019,6,15,2968,5785,?,?,0,UP
961019,6,16,2991,6244,?,?,0,UP
961019,6,17,3159,6562,?,?,0,UP
961019,6,18,3492,6811,?,?,0,UP
961019,6,19,3980,7043,?,?,0,UP
961019,6,20,3980,7103,?,?,0,UP
961019,6,21,3718,7014,?,?,0,UP
961019,6,22,3718,6910,?,?,0,UP
961019,6,23,3492,6806,?,?,0,UP
961019,6,25,3159,6689,?,?,0,UP
961019,6,26,3018,6619,?,?,0,UP
961019,6,27,2820,6523,?,?,0,UP
961019,6,28,2725,6447,?,?,0,UP
961019,6,30,2703,6289,?,?,0,UP
961019,6,31,2725,6256,?,?,0,UP
961019,6,32,2725,6262,?,?,0,UP
961019,6,33,2703,6229,?,?,0,UP
961019,6,36,2592,6405,?,?,0,DOWN
961019,6,37,2820,6714,?,?,0,UP
961020,7,6,2114,4937,?,?,0,DOWN
961020,7,18,2983,6099,?,?,0,UP
961020,7,19,2889,6410,?,?,0,UP
961020,7,20,2889,6578,?,?,0,UP
961020,7,21,2968,6618,?,?,0,UP
961020,7,22,2889,6541,?,?,0,UP
961020,7,23,2968,6523,?,?,0,UP
961020,7,24,2968,6461,?,?,0,UP
961020,7,25,2725,6354,?,?,0,UP
961020,7,30,2522,5845,?,?,0,UP
961020,7,33,2522,5858,?,?,0,UP
961020,7,34,2522,5964,?,?,0,UP
961020,7,35,2725,6049,?,?,0,UP
961020,7,36,2725,6385,?,?,0,UP
961020,7,37,3491,6819,?,?,0,UP
961020,7,38,3519,7235,?,?,0,UP
961020,7,39,3519,7164,?,?,0,UP
961020,7,40,2968,7040,?,?,0,UP
961020,7,41,2992,6887,?,?,0,UP
961020,7,42,2968,6832,?,?,0,UP
961020,7,43,2968,6569,?,?,0,UP
961020,7,44,2889,6310,?,?,0,UP
961020,7,45,2889,6436,?,?,0,UP
961020,7,46,2968,6463,?,?,0,UP
961020,7,47,2889,6508,?,?,0,UP
961021,1,1,1920,6218,?,?,0,DOWN
961021,1,5,1920,5430,?,?,0,DOWN
961021,1,13,2860,6235,?,?,0,UP
961021,1,14,3422,6904,?,?,0,UP
961021,1,15,2783,6820,?,?,0,UP
961021,1,16,2783,7160,?,?,0,UP
961021,1,17,2783,7270,?,?,0,UP
961021,1,19,3489,7550,?,?,0,UP
961021,1,20,3489,7660,?,?,0,UP
961021,1,21,3422,7592,?,?,0,UP
961021,1,22,3422,7515,?,?,0,UP
961021,1,23,3422,7437,?,?,0,UP
961021,1,24,2935,7356,?,?,0,UP
961021,1,27,3422,7288,?,?,0,UP
961021,1,28,3022,7236,?,?,0,UP
961021,1,29,3022,7200,?,?,0,UP
961021,1,30,2935,7143,?,?,0,UP
961021,1,32,2935,7124,?,?,0,UP
961021,1,34,3022,7201,?,?,0,UP
961021,1,35,2783,7195,?,?,0,UP
961021,1,36,2783,7293,?,?,0,UP
961021,1,37,3022,7519,?,?,0,UP
961021,1,38,3022,7766,?,?,0,UP
961021,1,39,2783,7678,?,?,0,UP
961021,1,40,2783,7485,?,?,0,UP
961021,1,41,3422,7337,?,?,0,UP
961021,1,42,3022,7229,?,?,0,UP
961021,1,43,2783,6992,?,?,0,UP
961021,1,46,3489,7176,?,?,0,UP
961021,1,47,3422,7228,?,?,0,UP
961021,1,48,3422,7204,?,?,0,UP
961022,2,1,3022,7095,?,?,0,UP
961022,2,3,2783,6904,?,?,0,DOWN
961022,2,13,3417,6391,?,?,0,UP
961022,2,14,3477,7020,?,?,0,UP
961022,2,16,3414,7342,?,?,0,UP
961022,2,17,3070,7470,?,?,0,UP
961022,2,18,3011,7428,?,?,0,UP
961022,2,19,3414,7696,?,?,0,UP
961022,2,20,3417,7784,?,?,0,UP
961022,2,21,3414,7718,?,?,0,UP
961022,2,22,3229,7602,?,?,0,UP
961022,2,23,3229,7540,?,?,0,UP
961022,2,24,3070,7495,?,?,0,UP
961022,2,26,3070,7423,?,?,0,UP
961022,2,27,3229,7397,?,?,0,UP
961022,2,28,3070,7357,?,?,0,UP
961022,2,31,3070,7189,?,?,0,UP
961022,2,33,3070,7253,?,?,0,UP
961022,2,34,3229,7321,?,?,0,UP
961022,2,35,3070,7306,?,?,0,UP
961022,2,37,3414,7584,?,?,0,UP
961022,2,38,3414,7846,?,?,0,UP
961022,2,39,3011,7644,?,?,0,UP
961022,2,41,3070,7286,?,?,0,UP
961022,2,45,3477,6939,?,?,0,UP
961022,2,47,3229,7174,?,?,0,UP
961022,2,48,3070,7142,?,?,0,UP
961023,3,1,3011,7055,?,?,0,UP
961023,3,3,2825,6773,?,?,0,UP
961023,3,13,2825,6235,?,?,0,UP
961023,3,14,3005,6859,?,?,0,UP
961023,3,22,1751,7525,?,?,0,DOWN
961023,3,24,2635,7447,?,?,0,UP
961023,3,26,2825,7372,?,?,0,UP
961023,3,34,2025,7272,?,?,0,DOWN
961023,3,45,1798,6904,?,?,0,DOWN
961024,4,2,2025,6976,?,?,0,UP
961024,4,3,2025,6807,?,?,0,UP
961024,4,6,2279,5741,?,?,0,UP
961024,4,7,2025,5483,?,?,0,UP
961024,4,11,2251,5350,?,?,0,UP
961024,4,12,2400,5686,?,?,0,UP
961024,4,13,2544,6304,?,?,0,UP
961024,4,18,1751,7293,?,?,0,DOWN
961024,4,19,2909,7581,?,?,0,UP
961024,4,20,3040,7704,?,?,0,UP
961024,4,23,3040,7566,?,?,0,UP
961024,4,24,2994,7550,?,?,0,UP
961024,4,25,2994,7495,?,?,0,UP
961024,4,26,2994,7475,?,?,0,UP
961024,4,27,2994,7487,?,?,0,UP
961024,4,28,2994,7463,?,?,0,UP
961024,4,30,2005,7392,?,?,0,DOWN
961024,4,32,2825,7361,?,?,0,UP
961024,4,34,2825,7332,?,?,0,UP
961024,4,39,2005,7562,?,?,0,DOWN
961024,4,45,2994,6885,?,?,0,UP
961024,4,46,2388,7040,?,?,0,UP
961024,4,47,2994,7130,?,?,0,UP
961025,5,3,1890,6736,?,?,0,DOWN
961025,5,11,2279,5335,?,?,0,UP
961025,5,13,2544,6244,?,?,0,UP
961025,5,14,2825,6811,?,?,0,UP
961025,5,20,3423,7800,?,?,0,UP
961025,5,21,3423,7743,?,?,0,UP
961025,5,22,3375,7679,?,?,0,UP
961025,5,23,3070,7642,?,?,0,UP
961025,5,24,3375,7698,?,?,0,UP
961025,5,25,3003,7678,?,?,0,UP
961025,5,26,3070,7630,?,?,0,UP
961025,5,27,3003,7636,?,?,0,UP
961025,5,28,3003,7594,?,?,0,UP
961025,5,29,3070,7596,?,?,0,UP
961025,5,30,3003,7485,?,?,0,UP
961025,5,31,3003,7440,?,?,0,UP
961025,5,32,2963,7438,?,?,0,UP
961025,5,33,2825,7404,?,?,0,UP
961025,5,34,2825,7401,?,?,0,UP
961025,5,41,1875,6902,?,?,0,DOWN
961025,5,43,2463,6555,?,?,0,UP
961025,5,44,1568,6336,?,?,0,DOWN
961025,5,45,3070,6696,?,?,0,UP
961025,5,46,3423,6922,?,?,0,UP
961025,5,47,3436,7025,?,?,0,UP
961025,5,48,2963,6975,?,?,0,UP
961026,6,1,2963,6909,?,?,0,UP
961026,6,15,2449,5769,?,?,0,UP
961026,6,16,2592,6181,?,?,0,UP
961026,6,17,2889,6540,?,?,0,UP
961026,6,18,2912,6784,?,?,0,UP
961026,6,19,2889,7001,?,?,0,UP
961026,6,20,2820,7063,?,?,0,UP
961026,6,22,2820,6880,?,?,0,UP
961026,6,23,2820,6744,?,?,0,UP
961026,6,24,2725,6697,?,?,0,UP
961026,6,25,2592,6611,?,?,0,UP
961026,6,26,2542,6521,?,?,0,UP
961026,6,27,2550,6369,?,?,0,UP
961026,6,29,2542,6279,?,?,0,UP
961026,6,30,2542,6199,?,?,0,UP
