@relation 'electricity-weka.filters.unsupervised.attribute.Remove-R1,4'

@attribute day {1,2,3,4,5,6,7}
@attribute period numeric
@attribute nswdemand numeric
@attribute vicprice numeric
@attribute vicdemand numeric
@attribute transfer numeric
@attribute class {UP,DOWN}

@data
1,22,7690,?,?,0,UP
1,23,7669,?,?,0,UP
1,24,7668,?,?,0,UP
1,25,7663,?,?,0,UP
1,26,7611,?,?,0,UP
1,27,7568,?,?,0,UP
1,28,7479,?,?,0,UP
1,29,7435,?,?,0,UP
1,30,7459,?,?,0,UP
1,31,7491,?,?,0,UP
1,32,7587,?,?,0,UP
1,33,7626,?,?,0,UP
1,34,7660,?,?,0,UP
1,35,7554,?,?,0,UP
1,36,7495,?,?,0,UP
1,37,7363,?,?,0,UP
1,38,7280,?,?,0,DOWN
1,39,7232,?,?,0,DOWN
1,40,7115,?,?,0,DOWN
1,41,6868,?,?,0,DOWN
1,42,6591,?,?,0,DOWN
1,43,6811,?,?,0,DOWN
1,44,6896,?,?,0,DOWN
1,45,7052,?,?,0,UP
1,46,7097,?,?,0,DOWN
1,47,7078,?,?,0,DOWN
1,48,6950,?,?,0,UP
2,1,6800,?,?,0,DOWN
2,2,6416,?,?,0,DOWN
2,3,6044,?,?,0,DOWN
2,4,5744,?,?,0,DOWN
2,5,5474,?,?,0,DOWN
2,6,5335,?,?,0,DOWN
2,7,5235,?,?,0,DOWN
2,8,5233,?,?,0,DOWN
2,9,5336,?,?,0,DOWN
2,10,5659,?,?,0,DOWN
2,11,6227,?,?,0,DOWN
2,12,6821,?,?,0,DOWN
2,13,7005,?,?,0,UP
2,14,7492,?,?,0,DOWN
2,15,7642,?,?,0,DOWN
2,16,7666,?,?,0,DOWN
2,17,8011,?,?,0,DOWN
2,18,8135,?,?,0,DOWN
2,19,8065,?,?,0,UP
2,20,7940,?,?,0,UP
2,21,7959,?,?,0,UP
2,22,7925,?,?,0,UP
2,23,7848,?,?,0,UP
2,24,7771,?,?,0,UP
2,25,7684,?,?,0,UP
2,26,7557,?,?,0,UP
2,27,7562,?,?,0,UP
2,28,7491,?,?,0,DOWN
2,29,7340,?,?,0,DOWN
2,30,7340,?,?,0,DOWN
2,31,7517,?,?,0,DOWN
2,32,7607,?,?,0,UP
2,33,7632,?,?,0,UP
2,34,7715,?,?,0,UP
2,35,7647,?,?,0,UP
2,36,7632,?,?,0,DOWN
2,37,7618,?,?,0,UP
2,38,7579,?,?,0,UP
2,39,7531,?,?,0,UP
2,40,7402,?,?,0,DOWN
2,41,7154,?,?,0,DOWN
2,42,6827,?,?,0,DOWN
2,43,6946,?,?,0,DOWN
2,44,6998,?,?,0,DOWN
2,45,7151,?,?,0,DOWN
2,46,7183,?,?,0,DOWN
2,47,7180,?,?,0,DOWN
2,48,7064,?,?,0,DOWN
3,1,6964,?,?,0,DOWN
3,2,6518,?,?,0,DOWN
3,3,6086,?,?,0,DOWN
3,4,5765,?,?,0,DOWN
3,5,5512,?,?,0,DOWN
3,6,5330,?,?,0,DOWN
3,7,5251,?,?,0,DOWN
3,8,5214,?,?,0,DOWN
3,9,5425,?,?,0,UP
3,10,5673,?,?,0,UP
3,11,6246,?,?,0,UP
3,12,6916,?,?,0,UP
3,13,7015,?,?,0,UP
3,14,7417,?,?,0,UP
3,15,7460,?,?,0,UP
3,16,7462,?,?,0,UP
3,17,7710,?,?,0,UP
3,18,7806,?,?,0,UP
3,19,7745,?,?,0,UP
3,20,7580,?,?,0,UP
3,21,7544,?,?,0,UP
3,22,7511,?,?,0,UP
3,23,7405,?,?,0,UP
3,24,7394,?,?,0,UP
3,25,7375,?,?,0,UP
3,26,7351,?,?,0,UP
3,27,7330,?,?,0,UP
3,28,7203,?,?,0,DOWN
3,29,7167,?,?,0,DOWN
3,30,7183,?,?,0,UP
3,31,7152,?,?,0,DOWN
3,32,7258,?,?,0,UP
3,33,7285,?,?,0,UP
3,34,7394,?,?,0,UP
3,35,7292,?,?,0,UP
3,36,7267,?,?,0,UP
3,37,7261,?,?,0,UP
3,38,7380,?,?,0,UP
3,39,7386,?,?,0,DOWN
3,40,7248,?,?,0,DOWN
3,41,7041,?,?,0,DOWN
3,42,6762,?,?,0,DOWN
3,43,6929,?,?,0,UP
3,44,7019,?,?,0,DOWN
3,45,7182,?,?,0,UP
3,46,7191,?,?,0,UP
3,47,7224,?,?,0,DOWN
3,48,7148,?,?,0,UP
4,1,7001,?,?,0,DOWN
4,2,6579,?,?,0,DOWN
4,3,6210,?,?,0,DOWN
4,4,5940,?,?,0,DOWN
4,5,5605,?,?,0,DOWN
4,6,5430,?,?,0,DOWN
4,7,5282,?,?,0,DOWN
4,8,5241,?,?,0,DOWN
4,9,5389,?,?,0,DOWN
4,10,5659,?,?,0,DOWN
4,11,6188,?,?,0,UP
4,12,6859,?,?,0,UP
4,13,7005,?,?,0,UP
4,14,7434,?,?,0,UP
4,15,7533,?,?,0,DOWN
4,16,7566,?,?,0,DOWN
4,17,7835,?,?,0,UP
4,18,7921,?,?,0,UP
4,19,7882,?,?,0,UP
4,20,7751,?,?,0,UP
4,21,7692,?,?,0,UP
4,22,7658,?,?,0,UP
4,23,7588,?,?,0,UP
4,24,7550,?,?,0,UP
4,25,7545,?,?,0,UP
4,26,7507,?,?,0,UP
4,27,7476,?,?,0,UP
4,28,7408,?,?,0,UP
4,29,7354,?,?,0,UP
4,30,7401,?,?,0,UP
4,31,7446,?,?,0,UP
4,32,7488,?,?,0,UP
4,33,7501,?,?,0,UP
4,34,7602,?,?,0,UP
4,35,7562,?,?,0,UP
4,36,7539,?,?,0,UP
4,37,7508,?,?,0,UP
4,38,7517,?,?,0,UP
4,39,7540,?,?,0,UP
4,40,7410,?,?,0,UP
4,41,7138,?,?,0,UP
4,42,6873,?,?,0,UP
4,43,7017,?,?,0,UP
4,44,7112,?,?,0,UP
4,45,7235,?,?,0,UP
4,46,7199,?,?,0,UP
4,47,7188,?,?,0,UP
4,48,7090,?,?,0,UP
5,1,6964,?,?,0,UP
5,2,6513,?,?,0,DOWN
5,3,6105,?,?,0,DOWN
5,4,5795,?,?,0,DOWN
5,5,5500,?,?,0,DOWN
5,6,5341,?,?,0,DOWN
5,7,5250,?,?,0,DOWN
5,8,5280,?,?,0,DOWN
5,9,5402,?,?,0,DOWN
5,10,5662,?,?,0,DOWN
5,11,6220,?,?,0,DOWN
5,12,6878,?,?,0,UP
5,13,6998,?,?,0,UP
5,14,7411,?,?,0,UP
5,15,7532,?,?,0,UP
5,16,7578,?,?,0,UP
5,17,7823,?,?,0,UP
5,18,7977,?,?,0,UP
5,19,7852,?,?,0,UP
5,20,7743,?,?,0,UP
5,21,7753,?,?,0,UP
5,22,7712,?,?,0,UP
5,23,7632,?,?,0,UP
5,24,7577,?,?,0,DOWN
5,25,7531,?,?,0,DOWN
5,26,7420,?,?,0,DOWN
5,27,7376,?,?,0,DOWN
5,28,7322,?,?,0,DOWN
5,29,7210,?,?,0,DOWN
5,30,7233,?,?,0,DOWN
5,31,7251,?,?,0,DOWN
5,32,7258,?,?,0,DOWN
5,33,7173,?,?,0,DOWN
5,34,7110,?,?,0,DOWN
5,35,6933,?,?,0,DOWN
5,36,6839,?,?,0,DOWN
5,37,6718,?,?,0,DOWN
5,38,6887,?,?,0,DOWN
5,39,6943,?,?,0,DOWN
5,40,6852,?,?,0,DOWN
5,41,6661,?,?,0,DOWN
5,42,6476,?,?,0,DOWN
5,43,6687,?,?,0,DOWN
5,44,6818,?,?,0,DOWN
5,45,7047,?,?,0,UP
5,46,7086,?,?,0,UP
5,47,7063,?,?,0,DOWN
5,48,6916,?,?,0,UP
6,1,6729,?,?,0,UP
6,2,6275,?,?,0,DOWN
6,3,5893,?,?,0,DOWN
6,4,5627,?,?,0,DOWN
6,5,5330,?,?,0,DOWN
6,6,5141,?,?,0,DOWN
6,7,5012,?,?,0,DOWN
6,8,4951,?,?,0,DOWN
6,9,5012,?,?,0,DOWN
6,10,5051,?,?,0,DOWN
6,11,5218,?,?,0,DOWN
6,12,5430,?,?,0,DOWN
6,13,5719,?,?,0,DOWN
6,14,6180,?,?,0,UP
6,15,6532,?,?,0,UP
6,16,6793,?,?,0,UP
6,17,7096,?,?,0,UP
6,18,7168,?,?,0,UP
6,19,7103,?,?,0,UP
6,20,6993,?,?,0,UP
6,21,6905,?,?,0,UP
6,22,6827,?,?,0,UP
6,23,6739,?,?,0,UP
6,24,6686,?,?,0,UP
6,25,6601,?,?,0,UP
6,26,6530,?,?,0,UP
6,27,6401,?,?,0,DOWN
6,28,6363,?,?,0,DOWN
6,29,6288,?,?,0,UP
6,30,6303,?,?,0,UP
6,31,6296,?,?,0,UP
6,32,6352,?,?,0,DOWN
6,33,6278,?,?,0,DOWN
6,34,6376,?,?,0,DOWN
6,35,6466,?,?,0,UP
6,36,6527,?,?,0,DOWN
6,37,6500,?,?,0,UP
6,38,6523,?,?,0,UP
6,39,6507,?,?,0,DOWN
6,40,6438,?,?,0,DOWN
6,41,6294,?,?,0,DOWN
6,42,6112,?,?,0,DOWN
6,43,6208,?,?,0,UP
6,44,6256,?,?,0,UP
6,45,6341,?,?,0,UP
6,46,6267,?,?,0,DOWN
6,47,6148,?,?,0,DOWN
6,48,5869,?,?,0,DOWN
7,1,5789,?,?,0,DOWN
7,2,5456,?,?,0,DOWN
7,3,5242,?,?,0,DOWN
7,4,5036,?,?,0,DOWN
7,5,4884,?,?,0,DOWN
7,6,4787,?,?,0,DOWN
7,7,4698,?,?,0,DOWN
7,8,4651,?,?,0,DOWN
7,9,4649,?,?,0,DOWN
7,10,4648,?,?,0,DOWN
7,11,4738,?,?,0,DOWN
7,12,4869,?,?,0,DOWN
7,13,5046,?,?,0,UP
7,14,5357,?,?,0,DOWN
7,15,5688,?,?,0,UP
7,16,5995,?,?,0,DOWN
7,17,6312,?,?,0,DOWN
7,18,6444,?,?,0,DOWN
7,19,6462,?,?,0,DOWN
7,20,6414,?,?,0,DOWN
7,21,6358,?,?,0,DOWN
7,22,6260,?,?,0,DOWN
7,23,6195,?,?,0,DOWN
7,24,6120,?,?,0,DOWN
7,25,5988,?,?,0,DOWN
7,26,5941,?,?,0,DOWN
7,27,5865,?,?,0,DOWN
7,28,5815,?,?,0,DOWN
7,29,5814,?,?,0,DOWN
7,30,5809,?,?,0,DOWN
7,31,5776,?,?,0,DOWN
7,32,5852,?,?,0,DOWN
7,33,5884,?,?,0,DOWN
7,34,6052,?,?,0,DOWN
7,35,6247,?,?,0,UP
7,36,6348,?,?,0,UP
7,37,6393,?,?,0,UP
7,38,6611,?,?,0,UP
7,39,6749,?,?,0,UP
7,40,6698,?,?,0,DOWN
7,41,6471,?,?,0,DOWN
7,42,6202,?,?,0,DOWN
7,43,6322,?,?,0,DOWN
7,44,6300,?,?,0,DOWN
7,45,6413,?,?,0,UP
7,46,6343,?,?,0,DOWN
7,47,6227,?,?,0,DOWN
7,48,5991,?,?,0,DOWN
1,1,5942,?,?,0,DOWN
1,2,5627,?,?,0,DOWN
1,3,5425,?,?,0,DOWN
1,4,5291,?,?,0,DOWN
1,5,5140,?,?,0,DOWN
1,6,5050,?,?,0,DOWN
1,7,5024,?,?,0,DOWN
1,8,5057,?,?,0,DOWN
1,9,5281,?,?,0,UP
1,10,5532,?,?,0,UP
1,11,6129,?,?,0,UP
1,12,6760,?,?,0,UP
1,13,6851,?,?,0,UP
1,14,7260,?,?,0,UP
1,15,7366,?,?,0,UP
1,16,7402,?,?,0,DOWN
1,17,7644,?,?,0,DOWN
1,18,7750,?,?,0,DOWN
1,19,7686,?,?,0,DOWN
1,20,7587,?,?,0,DOWN
1,21,7488,?,?,0,DOWN
1,22,7499,?,?,0,DOWN
1,23,7424,?,?,0,DOWN
1,24,7389,?,?,0,DOWN
1,25,7368,?,?,0,DOWN
1,26,7283,?,?,0,DOWN
1,27,7284,?,?,0,DOWN
1,28,7244,?,?,0,DOWN
1,29,7173,?,?,0,DOWN
1,30,7187,?,?,0,DOWN
1,31,7163,?,?,0,DOWN
1,32,7241,?,?,0,DOWN
1,33,7234,?,?,0,DOWN
1,34,7279,?,?,0,DOWN
1,35,7215,?,?,0,DOWN
1,36,7114,?,?,0,DOWN
1,37,7010,?,?,0,DOWN
1,38,7154,?,?,0,DOWN
1,39,7220,?,?,0,UP
1,40,7149,?,?,0,UP
1,41,6889,?,?,0,UP
1,42,6612,?,?,0,DOWN
1,43,6783,?,?,0,UP
1,44,6902,?,?,0,DOWN
1,45,7086,?,?,0,DOWN
1,46,7117,?,?,0,DOWN
1,47,7108,?,?,0,DOWN
1,48,7020,?,?,0,DOWN
2,1,6874,?,?,0,UP
2,2,6474,?,?,0,DOWN
2,3,6108,?,?,0,DOWN
2,4,5793,?,?,0,DOWN
2,5,5545,?,?,0,DOWN
2,6,5330,?,?,0,UP
2,7,5219,?,?,0,UP
2,8,5192,?,?,0,UP
2,9,5340,?,?,0,UP
2,10,5595,?,?,0,UP
2,11,6165,?,?,0,UP
2,12,6809,?,?,0,UP
2,13,6873,?,?,0,UP
2,14,7256,?,?,0,UP
2,15,7392,?,?,0,UP
2,16,7402,?,?,0,UP
2,17,7640,?,?,0,UP
2,18,7761,?,?,0,UP
2,19,7694,?,?,0,DOWN
2,20,7600,?,?,0,UP
2,21,7573,?,?,0,UP
2,22,7556,?,?,0,UP
2,23,7530,?,?,0,DOWN
2,24,7539,?,?,0,DOWN
2,25,7497,?,?,0,DOWN
2,26,7503,?,?,0,UP
2,27,7470,?,?,0,DOWN
2,28,7427,?,?,0,DOWN
2,29,7389,?,?,0,DOWN
2,30,7403,?,?,0,UP
2,31,7385,?,?,0,DOWN
2,32,7427,?,?,0,DOWN
2,33,7379,?,?,0,DOWN
2,34,7337,?,?,0,DOWN
2,35,7197,?,?,0,UP
2,36,7092,?,?,0,DOWN
2,37,6947,?,?,0,DOWN
2,38,7035,?,?,0,DOWN
2,39,7169,?,?,0,DOWN
2,40,7091,?,?,0,DOWN
2,41,6874,?,?,0,DOWN
2,42,6637,?,?,0,DOWN
2,43,6821,?,?,0,DOWN
2,44,6863,?,?,0,DOWN
2,45,7076,?,?,0,UP
2,46,7111,?,?,0,UP
2,47,7081,?,?,0,UP
2,48,6971,?,?,0,UP
3,1,6851,?,?,0,UP
3,2,6420,?,?,0,DOWN
3,3,6026,?,?,0,DOWN
3,4,5717,?,?,0,DOWN
3,5,5453,?,?,0,DOWN
3,6,5288,?,?,0,DOWN
3,7,5160,?,?,0,DOWN
3,8,5196,?,?,0,DOWN
3,9,5385,?,?,0,DOWN
3,10,5645,?,?,0,UP
3,11,6137,?,?,0,UP
3,12,6742,?,?,0,UP
3,13,6818,?,?,0,UP
3,14,7245,?,?,0,UP
3,15,7370,?,?,0,DOWN
3,16,7432,?,?,0,DOWN
3,17,7771,?,?,0,UP
3,18,7903,?,?,0,UP
3,19,7901,?,?,0,UP
3,20,7886,?,?,0,UP
3,21,7897,?,?,0,UP
3,22,7920,?,?,0,UP
3,23,7931,?,?,0,UP
3,24,7917,?,?,0,UP
3,25,7964,?,?,0,UP
3,26,8033,?,?,0,UP
3,27,7999,?,?,0,UP
3,28,7959,?,?,0,UP
3,29,8050,?,?,0,UP
3,30,8099,?,?,0,UP
3,31,8093,?,?,0,UP
3,32,8076,?,?,0,UP
3,33,7993,?,?,0,UP
3,34,7816,?,?,0,UP
3,35,7653,?,?,0,UP
3,36,7521,?,?,0,UP
3,37,7349,?,?,0,UP
3,38,7439,?,?,0,UP
3,39,7535,?,?,0,UP
3,40,7424,?,?,0,UP
3,41,7200,?,?,0,UP
3,42,6894,?,?,0,DOWN
3,43,7045,?,?,0,UP
3,44,7100,?,?,0,UP
3,45,7223,?,?,0,UP
3,46,7209,?,?,0,UP
3,47,7151,?,?,0,UP
3,48,6976,?,?,0,UP
4,1,6799,?,?,0,DOWN
4,2,6339,?,?,0,DOWN
4,3,6002,?,?,0,DOWN
4,4,5744,?,?,0,DOWN
4,5,5480,?,?,0,DOWN
4,6,5335,?,?,0,DOWN
4,7,5246,?,?,0,DOWN
4,8,5267,?,?,0,DOWN
4,9,5423,?,?,0,DOWN
4,10,5662,?,?,0,DOWN
4,11,6176,?,?,0,UP
4,12,6770,?,?,0,UP
4,13,6919,?,?,0,UP
4,14,7383,?,?,0,UP
4,15,7547,?,?,0,DOWN
4,16,7712,?,?,0,DOWN
4,17,8105,?,?,0,UP
4,18,8297,?,?,0,UP
4,19,8311,?,?,0,UP
4,20,8306,?,?,0,UP
4,21,8353,?,?,0,UP
4,22,8425,?,?,0,UP
4,23,8453,?,?,0,UP
4,24,8460,?,?,0,UP
4,25,8459,?,?,0,UP
4,26,8400,?,?,0,UP
4,27,8339,?,?,0,UP
4,28,8245,?,?,0,UP
4,29,8240,?,?,0,UP
4,30,8276,?,?,0,UP
4,31,8264,?,?,0,UP
4,32,8286,?,?,0,UP
4,33,8184,?,?,0,UP
4,34,8168,?,?,0,UP
4,35,7978,?,?,0,UP
4,36,7826,?,?,0,UP
4,37,7671,?,?,0,UP
4,38,7692,?,?,0,UP
4,39,7810,?,?,0,UP
4,40,7699,?,?,0,UP
4,41,7409,?,?,0,UP
4,42,7096,?,?,0,DOWN
4,43,7208,?,?,0,UP
4,44,7173,?,?,0,DOWN
4,45,7233,?,?,0,UP
4,46,7212,?,?,0,DOWN
4,47,7113,?,?,0,DOWN
4,48,6947,?,?,0,DOWN
5,1,6734,?,?,0,DOWN
5,2,6306,?,?,0,DOWN
5,3,5936,?,?,0,DOWN
5,4,5675,?,?,0,DOWN
5,5,5448,?,?,0,DOWN
5,6,5336,?,?,0,DOWN
5,7,5313,?,?,0,DOWN
5,8,5304,?,?,0,DOWN
5,9,5421,?,?,0,DOWN
5,10,5725,?,?,0,DOWN
5,11,6209,?,?,0,UP
5,12,6773,?,?,0,UP
5,13,6929,?,?,0,UP
5,14,7365,?,?,0,UP
5,15,7607,?,?,0,DOWN
5,16,7737,?,?,0,UP
5,17,8119,?,?,0,UP
5,18,8253,?,?,0,UP
5,19,8272,?,?,0,UP
5,20,8234,?,?,0,UP
5,21,8232,?,?,0,UP
5,22,8228,?,?,0,UP
5,23,8194,?,?,0,UP
5,24,8174,?,?,0,UP
5,25,8177,?,?,0,UP
5,26,8196,?,?,0,UP
5,27,8161,?,?,0,UP
5,28,8142,?,?,0,UP
5,29,8080,?,?,0,UP
5,30,8136,?,?,0,UP
5,31,8142,?,?,0,UP
5,32,8164,?,?,0,UP
5,33,8044,?,?,0,UP
5,34,7889,?,?,0,UP
5,35,7606,?,?,0,UP
5,36,7395,?,?,0,DOWN
5,37,7269,?,?,0,DOWN
5,38,7324,?,?,0,UP
5,39,7398,?,?,0,DOWN
5,40,7258,?,?,0,DOWN
5,41,7075,?,?,0,DOWN
5,42,6757,?,?,0,DOWN
5,43,6978,?,?,0,DOWN
5,44,7071,?,?,0,DOWN
5,45,7228,?,?,0,UP
5,46,7185,?,?,0,DOWN
5,47,7068,?,?,0,DOWN
5,48,6857,?,?,0,DOWN
6,1,6649,?,?,0,DOWN
6,2,6162,?,?,0,DOWN
6,3,5795,?,?,0,DOWN
6,4,5524,?,?,0,DOWN
6,5,5318,?,?,0,DOWN
6,6,5125,?,?,0,DOWN
6,7,5050,?,?,0,DOWN
6,8,4996,?,?,0,DOWN
6,9,5054,?,?,0,DOWN
6,10,5111,?,?,0,DOWN
6,11,5268,?,?,0,DOWN
6,12,5459,?,?,0,DOWN
6,13,5766,?,?,0,DOWN
6,14,6123,?,?,0,DOWN
6,15,6458,?,?,0,DOWN
6,16,6729,?,?,0,DOWN
6,17,7032,?,?,0,DOWN
6,18,7114,?,?,0,DOWN
6,19,7098,?,?,0,DOWN
6,20,7031,?,?,0,DOWN
6,21,6983,?,?,0,DOWN
6,22,6921,?,?,0,DOWN
6,23,6872,?,?,0,DOWN
6,24,6817,?,?,0,DOWN
6,25,6668,?,?,0,DOWN
6,26,6590,?,?,0,DOWN
6,27,6478,?,?,0,DOWN
6,28,6449,?,?,0,DOWN
6,29,6424,?,?,0,DOWN
6,30,6409,?,?,0,DOWN
6,31,6389,?,?,0,DOWN
6,32,6404,?,?,0,DOWN
6,33,6321,?,?,0,DOWN
6,34,6422,?,?,0,DOWN
6,35,6520,?,?,0,DOWN
6,36,6482,?,?,0,DOWN
6,37,6428,?,?,0,DOWN
6,38,6503,?,?,0,DOWN
6,39,6550,?,?,0,DOWN
6,40,6491,?,?,0,DOWN
6,41,6336,?,?,0,DOWN
6,42,6165,?,?,0,DOWN
6,43,6301,?,?,0,DOWN
6,44,6353,?,?,0,DOWN
6,45,6455,?,?,0,UP
6,46,6314,?,?,0,UP
6,47,6209,?,?,0,DOWN
6,48,5974,?,?,0,DOWN
7,1,5865,?,?,0,DOWN
7,2,5536,?,?,0,DOWN
7,3,5260,?,?,0,DOWN
7,4,5056,?,?,0,DOWN
7,5,4901,?,?,0,DOWN
7,6,4783,?,?,0,DOWN
7,7,4725,?,?,0,DOWN
7,8,4702,?,?,0,DOWN
7,9,4751,?,?,0,DOWN
7,10,4777,?,?,0,DOWN
7,11,4834,?,?,0,DOWN
7,12,4954,?,?,0,UP
7,13,5124,?,?,0,UP
7,14,5413,?,?,0,UP
7,15,5722,?,?,0,UP
7,16,6051,?,?,0,UP
7,17,6450,?,?,0,UP
7,18,6578,?,?,0,UP
7,19,6680,?,?,0,UP
7,20,6602,?,?,0,UP
7,21,6655,?,?,0,UP
7,22,6675,?,?,0,UP
7,23,6655,?,?,0,UP
7,24,6618,?,?,0,UP
7,25,6495,?,?,0,UP
7,26,6373,?,?,0,UP
7,27,6302,?,?,0,UP
7,28,6268,?,?,0,UP
7,29,6256,?,?,0,UP
7,30,6280,?,?,0,UP
7,31,6263,?,?,0,UP
7,32,6372,?,?,0,UP
7,33,6475,?,?,0,UP
7,34,6569,?,?,0,UP
7,35,6594,?,?,0,UP
7,36,6556,?,?,0,UP
7,37,6550,?,?,0,UP
7,38,6592,?,?,0,UP
7,39,6563,?,?,0,UP
7,40,6461,?,?,0,DOWN
7,41,6158,?,?,0,DOWN
7,42,5964,?,?,0,DOWN
7,43,6127,?,?,0,DOWN
7,44,6149,?,?,0,DOWN
7,45,6246,?,?,0,DOWN
7,46,6158,?,?,0,DOWN
7,47,6063,?,?,0,DOWN
7,48,5841,?,?,0,DOWN
1,1,5790,?,?,0,DOWN
1,2,5491,?,?,0,DOWN
1,3,5281,?,?,0,DOWN
1,4,5148,?,?,0,DOWN
1,5,5013,?,?,0,DOWN
1,6,4937,?,?,0,DOWN
1,7,4927,?,?,0,DOWN
1,8,4956,?,?,0,DOWN
1,9,5155,?,?,0,DOWN
1,10,5414,?,?,0,DOWN
1,11,5954,?,?,0,DOWN
1,12,6562,?,?,0,DOWN
1,13,6651,?,?,0,UP
1,14,7044,?,?,0,UP
1,15,7287,?,?,0,DOWN
1,16,7371,?,?,0,UP
1,17,7715,?,?,0,UP
1,18,7827,?,?,0,UP
1,19,7753,?,?,0,UP
1,20,7688,?,?,0,UP
1,21,7630,?,?,0,UP
1,22,7601,?,?,0,UP
1,23,7533,?,?,0,UP
1,24,7530,?,?,0,UP
1,25,7521,?,?,0,UP
1,26,7475,?,?,0,UP
1,27,7390,?,?,0,UP
1,28,7312,?,?,0,UP
1,29,7281,?,?,0,UP
1,30,7282,?,?,0,UP
1,31,7296,?,?,0,UP
1,32,7328,?,?,0,UP
1,33,7387,?,?,0,UP
1,34,7457,?,?,0,UP
1,35,7346,?,?,0,UP
1,36,7321,?,?,0,UP
1,37,7201,?,?,0,UP
1,38,7205,?,?,0,UP
1,39,7203,?,?,0,UP
1,40,7094,?,?,0,UP
1,41,6914,?,?,0,UP
1,42,6640,?,?,0,UP
1,43,6854,?,?,0,UP
1,44,6930,?,?,0,UP
1,45,7109,?,?,0,UP
1,46,7167,?,?,0,UP
1,47,7132,?,?,0,UP
1,48,7040,?,?,0,UP
2,1,6884,?,?,0,UP
2,2,6461,?,?,0,DOWN
2,3,6106,?,?,0,DOWN
2,4,5810,?,?,0,DOWN
2,5,5527,?,?,0,DOWN
2,6,5379,?,?,0,DOWN
2,7,5271,?,?,0,DOWN
2,8,5309,?,?,0,DOWN
2,9,5447,?,?,0,DOWN
2,10,5690,?,?,0,DOWN
2,11,6259,?,?,0,UP
2,12,6892,?,?,0,UP
2,13,6937,?,?,0,UP
2,14,7314,?,?,0,UP
2,15,7357,?,?,0,DOWN
2,16,7361,?,?,0,DOWN
2,17,7657,?,?,0,UP
2,18,7715,?,?,0,UP
2,19,7578,?,?,0,DOWN
2,20,7535,?,?,0,DOWN
2,21,7483,?,?,0,DOWN
2,22,7516,?,?,0,DOWN
2,23,7398,?,?,0,DOWN
2,24,7332,?,?,0,DOWN
2,25,7242,?,?,0,DOWN
2,26,7216,?,?,0,DOWN
2,27,7254,?,?,0,DOWN
2,28,7249,?,?,0,DOWN
2,29,7218,?,?,0,DOWN
2,30,7281,?,?,0,DOWN
2,31,7275,?,?,0,DOWN
2,32,7302,?,?,0,DOWN
2,33,7277,?,?,0,DOWN
2,34,7275,?,?,0,DOWN
2,35,7064,?,?,0,DOWN
2,36,6960,?,?,0,DOWN
2,37,6800,?,?,0,DOWN
2,38,6881,?,?,0,DOWN
2,39,7059,?,?,0,DOWN
2,40,7035,?,?,0,DOWN
2,41,6900,?,?,0,DOWN
2,42,6606,?,?,0,DOWN
2,43,6781,?,?,0,DOWN
2,44,6890,?,?,0,DOWN
2,45,7039,?,?,0,DOWN
2,46,7071,?,?,0,DOWN
2,47,7067,?,?,0,DOWN
2,48,6947,?,?,0,DOWN
3,1,6809,?,?,0,DOWN
3,2,6409,?,?,0,DOWN
3,3,6044,?,?,0,DOWN
3,4,5749,?,?,0,DOWN
3,5,5446,?,?,0,DOWN
3,6,5269,?,?,0,DOWN
3,7,5171,?,?,0,DOWN
3,8,5174,?,?,0,DOWN
3,9,5401,?,?,0,DOWN
3,10,5653,?,?,0,DOWN
3,11,6154,?,?,0,UP
3,12,6766,?,?,0,UP
3,13,6822,?,?,0,UP
3,14,7183,?,?,0,UP
3,15,7271,?,?,0,DOWN
3,16,7298,?,?,0,UP
3,17,7586,?,?,0,UP
3,18,7694,?,?,0,UP
3,19,7684,?,?,0,UP
3,20,7590,?,?,0,UP
3,21,7547,?,?,0,UP
3,22,7610,?,?,0,UP
3,23,7516,?,?,0,UP
3,24,7522,?,?,0,UP
3,25,7530,?,?,0,UP
3,26,7498,?,?,0,UP
3,27,7490,?,?,0,UP
3,28,7417,?,?,0,UP
3,29,7345,?,?,0,UP
3,30,7382,?,?,0,UP
3,31,7414,?,?,0,UP
3,32,7431,?,?,0,UP
3,33,7353,?,?,0,UP
3,34,7345,?,?,0,UP
3,35,7155,?,?,0,DOWN
3,36,7018,?,?,0,DOWN
3,37,6887,?,?,0,DOWN
3,38,6911,?,?,0,DOWN
3,39,7022,?,?,0,DOWN
3,40,6986,?,?,0,DOWN
3,41,6789,?,?,0,DOWN
3,42,6540,?,?,0,DOWN
3,43,6734,?,?,0,UP
3,44,6853,?,?,0,UP
3,45,7023,?,?,0,UP
3,46,6978,?,?,0,UP
3,47,6925,?,?,0,UP
3,48,6825,?,?,0,UP
4,1,6673,?,?,0,DOWN
4,2,6239,?,?,0,DOWN
4,3,5888,?,?,0,DOWN
4,4,5602,?,?,0,DOWN
4,5,5345,?,?,0,DOWN
4,6,5170,?,?,0,DOWN
4,7,5088,?,?,0,DOWN
4,8,5084,?,?,0,DOWN
4,9,5282,?,?,0,DOWN
4,10,5534,?,?,0,DOWN
4,11,6048,?,?,0,UP
4,12,6652,?,?,0,UP
4,13,6759,?,?,0,UP
4,14,7142,?,?,0,UP
4,15,7225,?,?,0,DOWN
4,16,7236,?,?,0,UP
4,17,7522,?,?,0,DOWN
4,18,7572,?,?,0,UP
